Country,State,Year,Month,"Ration Cards (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Inter District Under Priority Household (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Antyodaya Anna Yojana (UOM:Number), Scaling Factor:1","Transactions Through Portability-Intra District Under Priority Household (UOM:Number), Scaling Factor:1","Quantity Distributed Through Portability Inter Distric Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Inter District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Antyodaya Anna Yojana (UOM:MT(MetricTonne)), Scaling Factor:1","Quantity Distributed Through Portability Intra District Under Priority Household (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Goa,"Calendar Year (Jan - Dec), 2018","June, 2018",140320,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","June, 2018",6882306,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2018","June, 2018",2645165,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",687315,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","June, 2018",1630836.78252091388893307460,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","June, 2018",5696290,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","June, 2018",12100034,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","June, 2018",3534741,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","June, 2018",36469.21747908611106692540,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","June, 2018",5175,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",11775451,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","June, 2018",14731081,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","June, 2018",1551,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","June, 2018",8657079,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","June, 2018",3515987,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","June, 2018",10187126,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","June, 2018",8871,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","June, 2018",9997067,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","June, 2018",5192173,9015,113786,45697,501538,328.68,2752.88,1461.27,9752.29
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","June, 2018",56101.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","June, 2018",587361,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","June, 2018",33679138,0,0,0,0,0,0,0,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018","June, 2018",622104,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","May, 2018",9552,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",9452705,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","May, 2018",30906,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","May, 2018",5344361,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","May, 2018",140065,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","May, 2018",6959469,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2018","May, 2018",2961299,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",685331,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","May, 2018",1630827.00125231339859783360,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","May, 2018",5683353,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","May, 2018",12114132,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","May, 2018",3388255,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","May, 2018",36468.99874768660140216640,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","May, 2018",13587,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",11777859,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","May, 2018",14752964,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","May, 2018",1551,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","May, 2018",8670312,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","May, 2018",10114526,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","May, 2018",57686,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","May, 2018",9996283,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","May, 2018",5192173,7781,90415,45986,485366,293.78,2341.12,1455.84,9484.95
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","May, 2018",56670.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","May, 2018",588073,9,78,481,2269,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","May, 2018",33700046,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","April, 2018",9561,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",9455462,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","April, 2018",34499,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","April, 2018",5378318,0,0,0,0,0,0,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2018","April, 2018",1949651,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","April, 2018",139929,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","April, 2018",7068124,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2018","April, 2018",2964082,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",679985,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","April, 2018",1630827.00125231339859783360,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","April, 2018",5675129,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","April, 2018",12116010,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","April, 2018",2452695,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","April, 2018",36468.99874768660140216640,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","April, 2018",5148,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",11798742,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","April, 2018",15351146,0,0,0,0,0,0,0,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2018","April, 2018",1551,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","April, 2018",8670312,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","April, 2018",10062466,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","April, 2018",94863,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","April, 2018",9990881,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","April, 2018",5192173,4446,56869,38985,431661,188.08,1714.74,1231.62,8420.16
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","April, 2018",56502.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","April, 2018",815580,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","April, 2018",33712769,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","March, 2018",8948,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",9544558,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","March, 2018",34431,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","March, 2018",5355227,0,0,0,0,0,0,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2018","March, 2018",1941861,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","March, 2018",139701,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","March, 2018",7102280,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2018","March, 2018",2962980,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",680201,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","March, 2018",1475138.54893830873256683660,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","March, 2018",5666349,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","March, 2018",12113358,0,0,0,0,0,0,0,0
India,Kerala,"Calendar Year (Jan - Dec), 2018","March, 2018",4529523,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","March, 2018",32987.45106169126743316340,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","March, 2018",5148,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",11639786,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","March, 2018",15229825,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","March, 2018",8661924,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","March, 2018",503714,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","March, 2018",10008950,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","March, 2018",148997,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","March, 2018",9987680,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","March, 2018",5024821,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","March, 2018",57434.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","March, 2018",836199,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","March, 2018",33615242,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","February, 2018",8911,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",9545608,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2018","February, 2018",24493,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","February, 2018",5348040,0,0,0,0,0,0,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2018","February, 2018",1945776,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","February, 2018",139434,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","February, 2018",7142366,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2018","February, 2018",2963287,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",8514,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","February, 2018",1101554.73226490096643913080,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","February, 2018",5639582,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","February, 2018",11699037,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","February, 2018",24633.26773509903356086920,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",11688815,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","February, 2018",14343716,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","February, 2018",8647383,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","February, 2018",503714,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","February, 2018",9937047,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","February, 2018",149406,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","February, 2018",9968358,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","February, 2018",5024406,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","February, 2018",57434.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","February, 2018",815051,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","February, 2018",33399501,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018","January, 2018",8912,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",9546078,0,0,0,0,0,0,0,0
India,Assam,"Calendar Year (Jan - Dec), 2018","January, 2018",34431,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2018","January, 2018",24493,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018","January, 2018",5355227,0,0,0,0,0,0,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2018","January, 2018",1941960,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2018","January, 2018",139388,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2018","January, 2018",7200665,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2018","January, 2018",2962778,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018","January, 2018",324741.05191685927710177230,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2018","January, 2018",5638776,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2018","January, 2018",11577251,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2018","January, 2018",7261.94808314072289822770,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018","January, 2018",5148,0,0,0,0,0,0,0,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",11716467,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2018","January, 2018",14748763,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2018","January, 2018",8626910,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018","January, 2018",503714,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2018","January, 2018",9894130,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Sikkim,"Calendar Year (Jan - Dec), 2018","January, 2018",150309,0,0,0,0,0,0,0,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018","January, 2018",9533636,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2018","January, 2018",5023716,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018","January, 2018",57434.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2018","January, 2018",814513,0,0,0,0,0,0,0,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018","January, 2018",33317429,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017","December, 2017",8903,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",9547193,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2017","December, 2017",24493,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","December, 2017",5349009,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2017","December, 2017",139184,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2017","December, 2017",7203808,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2017","December, 2017",2962828,0,0,0,0,0,0,0,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",8514,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017","December, 2017",36208.30010529512299513380,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","December, 2017",5637091,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2017","December, 2017",11541829,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2017","December, 2017",809.69989470487700486620,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",11407162,0,0,0,0,0,0,0,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2017","December, 2017",14593852,0,0,0,0,0,0,0,0
India,Odisha,"Calendar Year (Jan - Dec), 2017","December, 2017",8629658,0,0,0,0,0,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2017","December, 2017",99007,0,0,0,0,0,0,0,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2017","December, 2017",9874178,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2017","December, 2017",9514303,0,0,0,0,0,0,0,0
India,Telangana,"Calendar Year (Jan - Dec), 2017","December, 2017",5022172,0,0,0,0,0,0,0,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017","December, 2017",57496.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017","December, 2017",33432426,0,0,0,0,0,0,0,0
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017","November, 2017",8877,0,0,0,0,0,0,0,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017","November, 2017",9620690,0,0,0,0,0,0,0,0
India,Bihar,"Calendar Year (Jan - Dec), 2017","November, 2017",24491,0,0,0,0,0,0,0,0
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017","November, 2017",5312750,0,0,0,0,0,0,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2017","November, 2017",1944884,0,0,0,0,0,0,0,0
India,Goa,"Calendar Year (Jan - Dec), 2017","November, 2017",139042,0,0,0,0,0,0,0,0
India,Gujarat,"Calendar Year (Jan - Dec), 2017","November, 2017",7194140,0,0,0,0,0,0,0,0
India,Haryana,"Calendar Year (Jan - Dec), 2017","November, 2017",2964186,0,0,0,0,0,0,0,0
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017","November, 2017",36208.30010529512299513380,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2017","November, 2017",5636080,0,0,0,0,0,0,0,0
India,Karnataka,"Calendar Year (Jan - Dec), 2017","November, 2017",11293767,0,0,0,0,0,0,0,0
India,Ladakh,"Calendar Year (Jan - Dec), 2017","November, 2017",809.69989470487700486620,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
