srcYear,srcMonth,srcStateName,Ration cards,Transactions through portability-Inter District under Antyodaya Anna Yojana,Transactions through portability-Inter District under Priority Household,Transactions through portability-Intra District under Antyodaya Anna Yojana,Transactions through portability-Intra District under Priority Household,Quantity distributed through portability Inter Distric under Antyodaya Anna Yojana,Quantity distributed through portability Inter District under Priority Household,Quantity distributed through portability Intra District under Antyodaya Anna Yojana,Quantity distributed through portability Intra District under Priority Household,YearCode,Year,MonthCode,Month
2018,Apr - 2018,Sikkim,94863,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2017,Dec - 2017,Jharkhand,5637091,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Karnataka,11541829,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2019,Apr - 2019,Bihar,24639,0,0,639,2413,0,0,22.28,72.87,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019"
2019,Jul - 2019,Punjab,3555040,4,108,884,29514,0.84,13.2,182.51,3462.8,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019"
2017,Dec - 2017,Madhya Pradesh,11407162,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Maharashtra,14593852,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Odisha,8629658,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Punjab,99007,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Rajasthan,9874178,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Telangana,5022172,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Tamil Nadu,9514303,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Uttar Pradesh,33432426,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2022,Jul - 2022,Meghalaya,421525,0,0,0,0,0,0,0,0,2022,"Calendar Year (Jan - Dec), 2022",202207,"July, 2022"
2017,Dec - 2017,Dadra & Nagar Haveli,33272,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Daman & Diu,24224,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Goa,139184,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Gujarat,7203808,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Haryana,2962828,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Himachal Pradesh,8514,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Dec - 2017,Jammu And Kashmir,37018,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017"
2017,Nov - 2017,Jammu And Kashmir,37018,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Andaman & Nicobar Islands,8877,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Andhra Pradesh,9620690,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Bihar,24491,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Chhattisgarh,5312750,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Dadra & Nagar Haveli,33031,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Daman & Diu,24162,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Delhi,1944884,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Goa,139042,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Gujarat,7194140,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Haryana,2964186,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Jharkhand,5636080,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Karnataka,11293767,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Madhya Pradesh,11400807,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Maharashtra,14593852,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Odisha,8629658,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Punjab,99007,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Rajasthan,9956109,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Tamil Nadu,9526569,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Telangana,5022245,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Nov - 2017,Uttar Pradesh,33466510,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017"
2017,Oct - 2017,Uttar Pradesh,33704016,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Andhra Pradesh,9620340,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Chhattisgarh,5313156,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Dadra & Nagar Haveli,33031,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Daman & Diu,24162,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Delhi,1944813,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Goa,138742,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Gujarat,7184576,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Haryana,2963574,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Jharkhand,5634985,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Karnataka,10895069,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Madhya Pradesh,11410762,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Maharashtra,14593852,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Odisha,8590813,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Rajasthan,9956109,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Tamil Nadu,9949700,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Andaman & Nicobar Islands,7372,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Oct - 2017,Telangana,5021907,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
2017,Sep - 2017,Madhya Pradesh,11176708,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Rajasthan,10590069,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Odisha,8590813,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Sikkim,96682,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Telangana,5021211,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Andaman & Nicobar Islands,7347,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Andhra Pradesh,9621553,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Bihar,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Chhattisgarh,5316675,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Dadra & Nagar Haveli,33031,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Daman & Diu,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Delhi,33216,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Goa,138698,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Tamil Nadu,9925362,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Gujarat,6423852,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Haryana,2075709,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Himachal Pradesh,683242,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Jharkhand,5631986,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Karnataka,10656272,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2017,Sep - 2017,Lakshadweep,0,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017"
2018,Apr - 2018,Dadra & Nagar Haveli,33272,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Andaman & Nicobar Islands,9561,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Andhra Pradesh,9455462,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Assam,34499,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Chhattisgarh,5378318,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Daman & Diu,23230,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Delhi,1949651,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Goa,139929,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Gujarat,7068124,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Haryana,2964082,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Himachal Pradesh,679985,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Jammu And Kashmir,1667296,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Jharkhand,5675129,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Karnataka,12116010,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Kerala,2452695,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Lakshadweep,5148,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Madhya Pradesh,11798742,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Maharashtra,15351146,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Meghalaya,1551,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Odisha,8670312,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Rajasthan,10062466,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Tamil Nadu,9990881,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Telangana,5192173,4446,56869,38985,431661,188.08,1714.74,1231.62,8420.16,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Tripura,815580,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Apr - 2018,Uttar Pradesh,33712769,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
2018,Aug - 2018,Uttarakhand,781393,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Uttar Pradesh,33175307,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Andaman & Nicobar Islands,14374,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Andhra Pradesh,9448288,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Arunachal Pradesh,165368,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Assam,30906,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Chhattisgarh,5294532,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Dadra & Nagar Haveli,34355,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Daman & Diu,21104,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Goa,18007,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Gujarat,6821657,24,138,2459,14063,0.63,3.34,67.16,319.41,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Haryana,2648436,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Himachal Pradesh,688881,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Jammu And Kashmir,1667296,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Jharkhand,5710496,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Karnataka,12101788,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Kerala,3528217,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2017,Aug - 2017,Andhra Pradesh,9621253,0,0,0,0,0,0,0,0,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017"
2018,Aug - 2018,Lakshadweep,5175,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Madhya Pradesh,11766584,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Maharashtra,14838989,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Meghalaya,1551,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Odisha,8644554,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Punjab,3515987,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Rajasthan,10351537,156,12,1934876,110380,445.41,70.78,239562.78,20671.59,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Sikkim,59029,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Tamil Nadu,10013150,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Telangana,5045447,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Aug - 2018,Tripura,576119,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
2018,Dec - 2018,Meghalaya,1051,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Arunachal Pradesh,175003,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Bihar,24639,0,0,712,2840,0,0,24.85,83.08,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Chhattisgarh,5291193,1018,170,75167,10866,5.71,18.03,364.27,1434.97,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Dadra & Nagar Haveli,34618,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Daman & Diu,19945,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Goa,140909,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Gujarat,6624211,54,342,608,5452,1.77,8.77,20.28,138.16,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Haryana,2656843,2038,9055,50967,463317,54.23,156.38,1294.3,8733.18,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Himachal Pradesh,682592,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Jammu And Kashmir,1669573,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Jharkhand,5702576,1,42,9789,71373,0.07,1.19,364.95,1848.32,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Karnataka,12374079,161,4427,3271,136852,0.06,0.99,1.14,32.53,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Kerala,3527545,4393,24332,63811,388569,139.64,420.18,1933.77,7248.8,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Lakshadweep,5175,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Madhya Pradesh,11728107,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Maharashtra,14364051,4329,31060,49237,475829,132.4,671.87,1533.79,9693.68,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Odisha,8693250,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Rajasthan,10468839,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Sikkim,147578,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Tamil Nadu,10035794,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Telangana,5050908,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Tripura,578548,3,23,250,1805,0.07,0.52,8.48,37.94,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Uttarakhand,1321286,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Uttar Pradesh,34662292,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Andaman & Nicobar Islands,14670,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Dec - 2018,Andhra Pradesh,9518610,7648,101560,112618,1543787,262.14,1568.29,3836.4,22452.34,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
2018,Feb - 2018,Telangana,5024406,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Odisha,8647383,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Uttar Pradesh,33399501,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Punjab,503714,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Rajasthan,9937047,18896,2030,5090926,274978,222.82,35.42,57827.4,4796.5,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Sikkim,149406,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Andaman & Nicobar Islands,8911,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Tripura,815051,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Andhra Pradesh,9545608,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Bihar,24493,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Chhattisgarh,5348040,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Dadra & Nagar Haveli,33272,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Daman & Diu,24162,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Delhi,1945776,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Goa,139434,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Gujarat,7142366,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Haryana,2963287,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Himachal Pradesh,8514,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Jammu And Kashmir,1126188,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Tamil Nadu,9968358,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Jharkhand,5639582,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Karnataka,11699037,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Madhya Pradesh,11688815,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Feb - 2018,Maharashtra,14343716,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
2018,Jan - 2018,Chhattisgarh,5355227,0,0,0,0,0,0,0,0,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
